Cliente	Fecha	Pedido	Precio	Producto	Nombre_producto	
Cliente3	16/08/2017	1	2200	VER0043	Repollo Morado / Unidad	
Cliente3	16/08/2017	2	800	VER0037	Perejil Liso / 100 gramos	
Cliente3	16/08/2017	2	800	VER0035	Pepino Cohombro / Libra	
Cliente3	16/08/2017	2	1400	VER0028	Lechuga Crespa / Unidad	
Cliente3	16/08/2017	1	2200	VER0020	Espinaca / Libra	
Cliente3	16/08/2017	1	500	VER0017	Cilantro / 100 gramos	
Cliente3	16/08/2017	2	7000	VER0016	Champiñón / Libra	
Cliente3	16/08/2017	2	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente3	16/08/2017	1	1400	VER0012	Cebolla Cabezona Blanca / Libra	
Cliente3	16/08/2017	1	1900	VER0009	Brócoli / Libra	
Cliente3	16/08/2017	3	1500	VER0007	Berenjena / Libra	
Cliente3	16/08/2017	2	1500	TUB0012	Zanahoria / Libra	
Cliente3	16/08/2017	3	700	TUB0006	Papa Pastusa / Libra	
Cliente3	16/08/2017	2	1000	TUB0001	Arracacha / Libra	
Cliente3	16/08/2017	4	3500	GRA0006	Mazorca Desgranada / Libra	
Cliente3	16/08/2017	3	1500	FRU0028	Mango Tommy Atkins / Libra	
Cliente3	16/08/2017	3	1200	FRU0024	Limón Tahití / Libra	
Cliente3	16/08/2017	2	2000	FRU0012	Ciruela / Libra	
Cliente3	16/08/2017	3	1100	FRU0008	Banano Criollo / Libra	
Cliente3	16/08/2017	3	2400	FRU0003	Aguacate Papelillo / Libra	
Cliente29	16/08/2017	2	800	VER0035	Pepino Cohombro / Libra	
Cliente29	16/08/2017	2	1400	VER0012	Cebolla Cabezona Blanca / Libra	
Cliente29	16/08/2017	3	2500	FRU0049	Uchuva / Libra	
Cliente29	16/08/2017	6	1400	FRU0046	Tomate Chonto / Libra	
Cliente29	16/08/2017	7	1400	VER0028	Lechuga Crespa / Unidad	
Cliente29	16/08/2017	2	7000	VER0016	Champiñón / Libra	
Cliente29	16/08/2017	2	2200	FRU0033	Mora Castilla / Libra	
Cliente29	16/08/2017	2	1500	FRU0028	Mango Tommy Atkins / Libra	
Cliente11	16/08/2017	1	900	FRU0029	Manzana Roja / Unidad	
Cliente11	16/08/2017	1	1100	FRU0008	Banano Criollo / Libra	
Cliente11	16/08/2017	1	1100	VER0052	Plátano Maduro / Libra	
Cliente11	16/08/2017	7	3500	GRA0006	Mazorca Desgranada / Libra	
Cliente11	16/08/2017	2	2200	FRU0033	Mora Castilla / Libra	
Cliente11	16/08/2017	2	1600	FRU0016	Fresa Pareja / Libra	
Cliente11	16/08/2017	2	7500	FRU0001	Agraz / Libra	
Cliente21	15/08/2017	1	2200	FRU0033	Mora Castilla / Libra	
Cliente21	15/08/2017	2	3000	FRU0057	Fresa Jumbo / Libra	
Cliente21	15/08/2017	2	1500	VER0015	Cebollín / 100 gramos	
Cliente21	15/08/2017	2	2200	VER0043	Repollo Morado / Unidad	
Cliente21	15/08/2017	5	1100	FRU0040	Pera Importada / Unidad	
Cliente21	15/08/2017	8	1100	VER0052	Plátano Maduro / Libra	
Cliente21	15/08/2017	2	1300	TUB0005	Papa Criolla / Libra	
Cliente21	15/08/2017	6	700	VER0006	Ahuyama / Libra	
Cliente21	15/08/2017	2	1000	TUB0001	Arracacha / Libra	
Cliente21	15/08/2017	2	1000	TUB0008	Papa Sabanera / Libra	
Cliente21	15/08/2017	2	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente21	15/08/2017	2	1100	VER0005	Apio / Libra	
Cliente21	15/08/2017	4	1500	FRU0028	Mango Tommy Atkins / Libra	
Cliente21	15/08/2017	2	1500	TUB0012	Zanahoria / Libra	
Cliente21	15/08/2017	1	1200	VER0014	Cebolla Larga / Libra	
Cliente21	15/08/2017	6	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente21	15/08/2017	6	1600	VER0038	Pimentón Rojo / Libra	
Cliente21	15/08/2017	2	7000	VER0016	Champiñón / Libra	
Cliente21	15/08/2017	6	1400	FRU0046	Tomate Chonto / Libra	
Cliente3	15/08/2017	3	2400	FRU0003	Aguacate Papelillo / Libra	
Cliente3	15/08/2017	1	2200	VER0043	Repollo Morado / Unidad	
Cliente3	15/08/2017	3	1500	TUB0012	Zanahoria / Libra	
Cliente3	15/08/2017	1	4500	VER0050	Rúgula / Libra	
Cliente3	15/08/2017	2	1400	VER0028	Lechuga Crespa / Unidad	
Cliente3	15/08/2017	1	800	VER0026	Laurel / 100 gramos	
Cliente3	15/08/2017	1	2200	VER0020	Espinaca / Libra	
Cliente3	15/08/2017	1	500	VER0017	Cilantro / 100 gramos	
Cliente3	15/08/2017	3	600	VER0054	Calabacín / Libra	
Cliente3	15/08/2017	2	500	VER0003	Albahaca / 100 gramos	
Cliente3	15/08/2017	8	700	VER0006	Ahuyama / Libra	
Cliente3	15/08/2017	2	600	TUB0010	Remolacha / Libra	
Cliente3	15/08/2017	3	1100	TUB0011	Yuca / Libra	
Cliente3	15/08/2017	1	1900	TUB0009	Rábano Rojo / Libra	
Cliente3	15/08/2017	1	1000	TUB0001	Arracacha / Libra	
Cliente3	15/08/2017	2	1900	FRU0051	Uva Isabella / Libra	
Cliente3	15/08/2017	4	1400	FRU0046	Tomate Chonto / Libra	
Cliente3	15/08/2017	1	3500	FRU0045	Tomate Cherry / Libra	
Cliente3	15/08/2017	2	1200	FRU0024	Limón Tahití / Libra	
Cliente3	14/08/2017	1	2200	VER0043	Repollo Morado / Unidad	
Cliente3	14/08/2017	1	1600	VER0038	Pimentón Rojo / Libra	
Cliente3	14/08/2017	1	1400	VER0028	Lechuga Crespa / Unidad	
Cliente3	14/08/2017	1	2200	VER0020	Espinaca / Libra	
Cliente3	14/08/2017	2	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente3	14/08/2017	2	1100	VER0005	Apio / Libra	
Cliente3	14/08/2017	1	1400	VER0012	Cebolla Cabezona Blanca / Libra	
Cliente3	14/08/2017	1	1900	VER0009	Brócoli / Libra	
Cliente3	14/08/2017	5	1500	VER0007	Berenjena / Libra	
Cliente3	14/08/2017	1	6800	VER0002	Ajo Importado / Libra	
Cliente3	14/08/2017	1	1000	TUB0001	Arracacha / Libra	
Cliente3	14/08/2017	4	1500	TUB0012	Zanahoria / Libra	
Cliente3	14/08/2017	1	1900	TUB0009	Rábano Rojo / Libra	
Cliente3	14/08/2017	4	3500	GRA0006	Mazorca Desgranada / Libra	
Cliente3	14/08/2017	8	1400	FRU0046	Tomate Chonto / Libra	
Cliente3	14/08/2017	4	3500	FRU0045	Tomate Cherry / Libra	
Cliente3	14/08/2017	2	1200	FRU0024	Limón Tahití / Libra	
Cliente3	14/08/2017	4	2400	FRU0003	Aguacate Papelillo / Libra	
Cliente29	14/08/2017	9	1400	FRU0046	Tomate Chonto / Libra	
Cliente29	14/08/2017	3	7000	VER0016	Champiñón / Libra	
Cliente29	14/08/2017	2	800	VER0035	Pepino Cohombro / Libra	
Cliente29	14/08/2017	8	1400	VER0028	Lechuga Crespa / Unidad	
Cliente29	14/08/2017	1	1400	VER0012	Cebolla Cabezona Blanca / Libra	
Cliente29	14/08/2017	1	2300	FRU0054	Fresa Grande / Libra	
Cliente29	14/08/2017	1	2500	FRU0015	Feijoa / Libra	
Cliente29	14/08/2017	1	2200	FRU0033	Mora Castilla / Libra	
Cliente29	14/08/2017	1	4500	FRU0032	Melón / Unidad	
Cliente29	14/08/2017	2	2500	FRU0010	Carambolo / Libra	
Cliente29	14/08/2017	3	1200	FRU0024	Limón Tahití / Libra	
Cliente29	14/08/2017	7	1400	VER0028	Lechuga Crespa / Unidad	
Cliente29	14/08/2017	10	1400	FRU0046	Tomate Chonto / Libra	
Cliente29	14/08/2017	3	7000	VER0016	Champiñón / Libra	
Cliente21	14/08/2017	2	1200	FRU0024	Limón Tahití / Libra	
Cliente21	14/08/2017	3	9000	FRU0018	Guanabana / Unidad	
Cliente21	14/08/2017	2	1200	FRU0020	Guayaba Pera / Libra	
Cliente21	14/08/2017	8	1100	VER0052	Plátano Maduro / Libra	
Cliente21	14/08/2017	2	1900	VER0009	Brócoli / Libra	
Cliente21	14/08/2017	3	2400	FRU0003	Aguacate Papelillo / Libra	
Cliente21	14/08/2017	2	1500	FRU0028	Mango Tommy Atkins / Libra	
Cliente21	14/08/2017	2	3000	FRU0042	Piña Golden Sweet / Unidad	
Cliente21	14/08/2017	8	1100	FRU0008	Banano Criollo / Libra	
Cliente21	14/08/2017	3	1100	VER0010	Zucchini Verde / Libra	
Cliente21	14/08/2017	6	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente21	14/08/2017	6	1600	VER0038	Pimentón Rojo / Libra	
Cliente21	14/08/2017	10	1400	FRU0046	Tomate Chonto / Libra	
Cliente23	14/08/2017	25	800	VER0035	Pepino Cohombro / Libra	
Cliente23	14/08/2017	60	1400	FRU0046	Tomate Chonto / Libra	
Cliente23	14/08/2017	30	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente26	12/08/2017	2	1600	VER0041	Puerro / Libra	
Cliente26	12/08/2017	14	1100	VER0010	Zucchini Verde / Libra	
Cliente26	12/08/2017	60	1100	VER0052	Plátano Maduro / Libra	
Cliente26	12/08/2017	4	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente26	12/08/2017	12	1500	TUB0012	Zanahoria / Libra	
Cliente26	12/08/2017	22	1600	VER0038	Pimentón Rojo / Libra	
Cliente26	12/08/2017	60	1400	VER0012	Cebolla Cabezona Blanca / Libra	
Cliente3	12/08/2017	1	2200	VER0043	Repollo Morado / Unidad	
Cliente3	12/08/2017	4	1000	VER0040	Plátano Verde / Libra	
Cliente3	12/08/2017	1	1600	VER0038	Pimentón Rojo / Libra	
Cliente3	12/08/2017	4	800	VER0035	Pepino Cohombro / Libra	
Cliente3	12/08/2017	2	1400	VER0028	Lechuga Crespa / Unidad	
Cliente3	12/08/2017	1	1300	VER0024	Habichuela / Libra	
Cliente3	12/08/2017	1	2200	VER0020	Espinaca / Libra	
Cliente3	12/08/2017	1	500	VER0017	Cilantro / 100 gramos	
Cliente3	12/08/2017	4	7000	VER0016	Champiñón / Libra	
Cliente3	12/08/2017	2	1900	VER0009	Brócoli / Libra	
Cliente3	12/08/2017	3	1500	VER0007	Berenjena / Libra	
Cliente3	12/08/2017	2	1100	VER0005	Apio / Libra	
Cliente3	12/08/2017	4	700	TUB0006	Papa Pastusa / Libra	
Cliente3	12/08/2017	4	1300	TUB0005	Papa Criolla / Libra	
Cliente3	12/08/2017	2	1000	TUB0001	Arracacha / Libra	
Cliente3	12/08/2017	2	3500	GRA0006	Mazorca Desgranada / Libra	
Cliente3	12/08/2017	2	3500	FRU0045	Tomate Cherry / Libra	
Cliente3	12/08/2017	5	1400	FRU0046	Tomate Chonto / Libra	
Cliente3	12/08/2017	2	1200	FRU0024	Limón Tahití / Libra	
Cliente3	12/08/2017	3	2400	FRU0003	Aguacate Papelillo / Libra	
Cliente24	11/08/2017	3	800	VER0047	Tomillo / 100 gramos	
Cliente24	11/08/2017	9	1500	VER0015	Cebollín / 100 gramos	
Cliente24	11/08/2017	11	1600	VER0041	Puerro / Libra	
Cliente24	11/08/2017	15	7000	VER0016	Champiñón / Libra	
Cliente24	11/08/2017	19	1400	FRU0046	Tomate Chonto / Libra	
Cliente24	11/08/2017	9	2200	FRU0002	Aguacate Haas / Libra	
Cliente24	11/08/2017	9	500	VER0017	Cilantro / 100 gramos	
Cliente24	11/08/2017	14	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente24	11/08/2017	1	6800	VER0002	Ajo Importado / Libra	
Cliente24	11/08/2017	4	800	TUB0004	Jengibre / 100 gramos	
Cliente24	11/08/2017	6	1100	VER0005	Apio / Libra	
Cliente24	11/08/2017	4	1900	TUB0009	Rábano Rojo / Libra	
Cliente24	11/08/2017	6	1200	VER0014	Cebolla Larga / Libra	
Cliente24	11/08/2017	8	1200	FRU0024	Limón Tahití / Libra	
Cliente20	11/08/2017	1	2500	FRU0036	Papaya Hawaiana / Unidad	
Cliente20	11/08/2017	5	1100	FRU0008	Banano Criollo / Libra	
Cliente20	11/08/2017	4	2200	FRU0033	Mora Castilla / Libra	
Cliente20	11/08/2017	2	3000	FRU0042	Piña Golden Sweet / Unidad	
Cliente20	11/08/2017	6	650	FRU0034	Naranja Sweety / Libra	
Cliente20	11/08/2017	1	2300	FRU0054	Fresa Grande / Libra	
Cliente20	11/08/2017	5	1600	FRU0016	Fresa Pareja / Libra	
Cliente20	11/08/2017	4	500	VER0003	Albahaca / 100 gramos	
Cliente20	11/08/2017	2	800	VER0037	Perejil Liso / 100 gramos	
Cliente20	11/08/2017	1	1100	VER0005	Apio / Libra	
Cliente20	11/08/2017	2	1900	VER0009	Brócoli / Libra	
Cliente20	11/08/2017	1	2200	VER0043	Repollo Morado / Unidad	
Cliente20	11/08/2017	1	2200	VER0020	Espinaca / Libra	
Cliente20	11/08/2017	1	4500	VER0050	Rúgula / Libra	
Cliente20	11/08/2017	6	1200	FRU0024	Limón Tahití / Libra	
Cliente20	11/08/2017	4	1100	VER0010	Zucchini Verde / Libra	
Cliente20	11/08/2017	4	1100	VER0050	Rúgula / Libra	
Cliente20	11/08/2017	2	7000	VER0016	Champiñón / Libra	
Cliente20	11/08/2017	3	1600	VER0038	Pimentón Rojo / Libra	
Cliente20	11/08/2017	1	1000	TUB0001	Arracacha / Libra	
Cliente20	11/08/2017	1	1300	TUB0005	Papa Criolla / Libra	
Cliente20	11/08/2017	2	1500	FRU0028	Mango Tommy Atkins / Libra	
Cliente20	11/08/2017	1	1200	VER0014	Cebolla Larga / Libra	
Cliente20	11/08/2017	8	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente20	11/08/2017	5	500	VER0017	Cilantro / 100 gramos	
Cliente20	11/08/2017	2	1900	TUB0009	Rábano Rojo / Libra	
Cliente20	11/08/2017	5	2200	FRU0002	Aguacate Haas / Libra	
Cliente20	11/08/2017	5	1100	VER0052	Plátano Maduro / Libra	
Cliente20	11/08/2017	8	1400	FRU0046	Tomate Chonto / Libra	
Cliente20	11/08/2017	1	700	VER0006	Ahuyama / Libra	
Cliente21	10/08/2017	1	2400	FRU0003	Aguacate Papelillo / Libra	
Cliente21	10/08/2017	4	1500	TUB0012	Zanahoria / Libra	
Cliente21	10/08/2017	8	1400	FRU0046	Tomate Chonto / Libra	
Cliente21	10/08/2017	2	1100	VER0010	Zucchini Verde / Libra	
Cliente21	10/08/2017	2	1100	VER0050	Rúgula / Libra	
Cliente21	10/08/2017	4	1100	VER0052	Plátano Maduro / Libra	
Cliente21	10/08/2017	2	7000	VER0016	Champiñón / Libra	
Cliente21	10/08/2017	3	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente21	10/08/2017	1	2500	FRU0036	Papaya Hawaiana / Unidad	
Cliente21	10/08/2017	1	10000	FRU0038	Patilla / Unidad	
Cliente21	10/08/2017	1	2200	FRU0033	Mora Castilla / Libra	
Cliente21	10/08/2017	2	1600	FRU0016	Fresa Pareja / Libra	
Cliente21	10/08/2017	6	3000	FRU0057	Fresa Jumbo / Libra	
Cliente29	10/08/2017	1	1800	FRU0031	Maracuyá / Libra	
Cliente29	10/08/2017	1	3000	FRU0042	Piña Golden Sweet / Unidad	
Cliente29	10/08/2017	2	800	VER0035	Pepino Cohombro / Libra	
Cliente29	10/08/2017	4	7000	VER0016	Champiñón / Libra	
Cliente29	10/08/2017	10	1400	FRU0046	Tomate Chonto / Libra	
Cliente29	10/08/2017	8	1400	VER0028	Lechuga Crespa / Unidad	
Cliente20	09/08/2017	2	7000	VER0016	Champiñón / Libra	
Cliente20	09/08/2017	4	1100	FRU0008	Banano Criollo / Libra	
Cliente20	09/08/2017	1	4500	VER0050	Rúgula / Libra	
Cliente20	09/08/2017	1	1900	VER0009	Brócoli / Libra	
Cliente20	09/08/2017	1	1600	VER0038	Pimentón Rojo / Libra	
Cliente20	09/08/2017	1	10000	FRU0038	Patilla / Unidad	
Cliente20	09/08/2017	3	1200	FRU0024	Limón Tahití / Libra	
Cliente20	09/08/2017	6	650	FRU0034	Naranja Sweety / Libra	
Cliente20	09/08/2017	4	1600	FRU0016	Fresa Pareja / Libra	
Cliente3	09/08/2017	2	1400	FRU0047	Tomate de Árbol / Libra	
Cliente3	09/08/2017	3	1500	TUB0012	Zanahoria / Libra	
Cliente3	09/08/2017	3	1500	VER0007	Berenjena / Libra	
Cliente3	09/08/2017	1	800	TUB0004	Jengibre / 100 gramos	
Cliente3	09/08/2017	1	2200	VER0020	Espinaca / Libra	
Cliente3	09/08/2017	1	1200	FRU0024	Limón Tahití / Libra	
Cliente3	09/08/2017	1	1400	VER0028	Lechuga Crespa / Unidad	
Cliente3	09/08/2017	1	500	VER0017	Cilantro / 100 gramos	
Cliente3	09/08/2017	1	800	VER0047	Tomillo / 100 gramos	
Cliente3	09/08/2017	5	500	VER0003	Albahaca / 100 gramos	
Cliente3	09/08/2017	2	2400	FRU0003	Aguacate Papelillo / Libra	
Cliente3	09/08/2017	1	1000	TUB0001	Arracacha / Libra	
Cliente3	09/08/2017	3	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente3	09/08/2017	2	1600	FRU0016	Fresa Pareja / Libra	
Cliente3	09/08/2017	4	7000	VER0016	Champiñón / Libra	
Cliente3	09/08/2017	2	800	VER0035	Pepino Cohombro / Libra	
Cliente3	09/08/2017	8	1400	FRU0046	Tomate Chonto / Libra	
Cliente21	09/08/2017	1	3000	FRU0042	Piña Golden Sweet / Unidad	
Cliente21	09/08/2017	4	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente21	09/08/2017	8	1500	TUB0012	Zanahoria / Libra	
Cliente21	09/08/2017	2	1200	FRU0024	Limón Tahití / Libra	
Cliente21	09/08/2017	8	1400	FRU0046	Tomate Chonto / Libra	
Cliente21	09/08/2017	4	1100	VER0010	Zucchini Verde / Libra	
Cliente21	09/08/2017	8	1100	VER0050	Rúgula / Libra	
Cliente21	09/08/2017	8	1100	VER0052	Plátano Maduro / Libra	
Cliente21	09/08/2017	8	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente21	09/08/2017	6	1900	VER0009	Brócoli / Libra	
Cliente21	09/08/2017	4	700	TUB0006	Papa Pastusa / Libra	
Cliente21	09/08/2017	2	1100	FRU0008	Banano Criollo / Libra	
Cliente21	09/08/2017	4	700	VER0006	Ahuyama / Libra	
Cliente21	09/08/2017	2	2400	FRU0003	Aguacate Papelillo / Libra	
Cliente29	09/08/2017	8	1400	FRU0046	Tomate Chonto / Libra	
Cliente29	09/08/2017	9	1400	VER0028	Lechuga Crespa / Unidad	
Cliente29	09/08/2017	3	7000	VER0016	Champiñón / Libra	
Cliente29	09/08/2017	1	4800	FRU0039	Patilla Baby / Unidad	
Cliente29	09/08/2017	1	1700	FRU0025	Lulo / Libra	
Cliente11	09/08/2017	4	1100	VER0052	Plátano Maduro / Libra	
Cliente11	09/08/2017	6	3500	GRA0006	Mazorca Desgranada / Libra	
Cliente11	09/08/2017	19	900	FRU0029	Manzana Roja / Unidad	
Cliente11	09/08/2017	2	1600	FRU0016	Fresa Pareja / Libra	
Cliente11	09/08/2017	4	1100	FRU0008	Banano Criollo / Libra	
Cliente26	09/08/2017	5	1500	VER0007	Berenjena / Libra	
Cliente26	09/08/2017	6	1600	VER0041	Puerro / Libra	
Cliente26	09/08/2017	20	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente26	09/08/2017	48	1500	TUB0012	Zanahoria / Libra	
Cliente26	09/08/2017	18	1100	VER0010	Zucchini Verde / Libra	
Cliente26	09/08/2017	24	1100	VER0052	Plátano Maduro / Libra	
Cliente26	09/08/2017	24	1600	VER0038	Pimentón Rojo / Libra	
Cliente26	09/08/2017	60	1400	VER0012	Cebolla Cabezona Blanca / Libra	
Cliente26	09/08/2017	10	1200	VER0014	Cebolla Larga / Libra	
Cliente3	08/08/2017	2	1200	FRU0023	Limón Común / Libra	
Cliente3	08/08/2017	7	700	TUB0006	Papa Pastusa / Libra	
Cliente3	08/08/2017	1	1600	VER0038	Pimentón Rojo / Libra	
Cliente3	08/08/2017	4	1100	VER0052	Plátano Maduro / Libra	
Cliente3	08/08/2017	1	500	VER0003	Albahaca / 100 gramos	
Cliente3	08/08/2017	4	1500	VER0007	Berenjena / Libra	
Cliente3	08/08/2017	4	3500	GRA0006	Mazorca Desgranada / Libra	
Cliente3	08/08/2017	3	600	TUB0010	Remolacha / Libra	
Cliente3	08/08/2017	1	1400	VER0012	Cebolla Cabezona Blanca / Libra	
Cliente3	08/08/2017	4	1400	FRU0046	Tomate Chonto / Libra	
Cliente3	08/08/2017	5	2400	FRU0003	Aguacate Papelillo / Libra	
Cliente3	08/08/2017	3	1500	TUB0012	Zanahoria / Libra	
Cliente3	08/08/2017	2	1400	VER0028	Lechuga Crespa / Unidad	
Cliente3	08/08/2017	2	2200	VER0020	Espinaca / Libra	
Cliente21	07/08/2017	3	3000	FRU0057	Fresa Jumbo / Libra	
Cliente21	07/08/2017	2	1900	TUB0009	Rábano Rojo / Libra	
Cliente21	07/08/2017	4	1100	VER0033	Mazorca en Vaina / Unidad	
Cliente21	07/08/2017	6	900	FRU0030	Manzana Verde / Unidad	
Cliente21	07/08/2017	2	1000	TUB0001	Arracacha / Libra	
Cliente21	07/08/2017	1	2400	FRU0003	Aguacate Papelillo / Libra	
Cliente21	07/08/2017	3	1000	TUB0008	Papa Sabanera / Libra	
Cliente21	07/08/2017	1	1600	FRU0048	Tomate Larga Vida / Libra	
Cliente21	07/08/2017	2	1100	VER0005	Apio / Libra	
Cliente21	07/08/2017	1	500	VER0017	Cilantro / 100 gramos	
Cliente21	07/08/2017	6	1500	FRU0028	Mango Tommy Atkins / Libra	
Cliente21	07/08/2017	8	1100	FRU0008	Banano Criollo / Libra	
Cliente21	07/08/2017	1	1200	VER0014	Cebolla Larga / Libra	
Cliente21	07/08/2017	1	800	VER0037	Perejil Liso / 100 gramos	
Cliente21	07/08/2017	8	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente21	07/08/2017	8	1600	VER0038	Pimentón Rojo / Libra	
Cliente21	07/08/2017	12	1400	FRU0046	Tomate Chonto / Libra	
Cliente3	07/08/2017	4	3500	GRA0006	Mazorca Desgranada / Libra	
Cliente3	07/08/2017	2	2200	FRU0033	Mora Castilla / Libra	
Cliente3	07/08/2017	3	1000	TUB0008	Papa Sabanera / Libra	
Cliente3	07/08/2017	1	6800	VER0002	Ajo Importado / Libra	
Cliente3	07/08/2017	2	500	VER0017	Cilantro / 100 gramos	
Cliente3	07/08/2017	5	3500	FRU0045	Tomate Cherry / Libra	
Cliente3	07/08/2017	3	600	TUB0010	Remolacha / Libra	
Cliente3	07/08/2017	5	1600	VER0038	Pimentón Rojo / Libra	
Cliente3	07/08/2017	1	1900	TUB0009	Rábano Rojo / Libra	
Cliente3	07/08/2017	2	1100	VER0005	Apio / Libra	
Cliente3	07/08/2017	1	2200	VER0043	Repollo Morado / Unidad	
Cliente3	07/08/2017	2	800	VER0035	Pepino Cohombro / Libra	
Cliente3	07/08/2017	5	7000	VER0016	Champiñón / Libra	
Cliente3	07/08/2017	1	1400	VER0012	Cebolla Cabezona Blanca / Libra	
Cliente3	07/08/2017	3	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente3	07/08/2017	6	1900	VER0009	Brócoli / Libra	
Cliente3	07/08/2017	10	1400	FRU0046	Tomate Chonto / Libra	
Cliente3	07/08/2017	5	2400	FRU0003	Aguacate Papelillo / Libra	
Cliente3	07/08/2017	1	4500	VER0050	Rúgula / Libra	
Cliente3	07/08/2017	5	1500	TUB0012	Zanahoria / Libra	
Cliente3	07/08/2017	2	1400	VER0028	Lechuga Crespa / Unidad	
Cliente3	07/08/2017	2	2200	VER0020	Espinaca / Libra	
Cliente13	05/08/2017	1	2200	FRU0033	Mora Castilla / Libra	
Cliente13	05/08/2017	2	1400	VER0028	Lechuga Crespa / Unidad	
Cliente13	05/08/2017	2	1900	VER0009	Brócoli / Libra	
Cliente13	05/08/2017	5	500	VER0003	Albahaca / 100 gramos	
Cliente13	05/08/2017	4	600	TUB0010	Remolacha / Libra	
Cliente13	05/08/2017	4	1200	FRU0024	Limón Tahití / Libra	
Cliente13	05/08/2017	1	1600	VER0038	Pimentón Rojo / Libra	
Cliente13	05/08/2017	6	650	FRU0034	Naranja Sweety / Libra	
Cliente13	05/08/2017	1	1000	TUB0001	Arracacha / Libra	
Cliente13	05/08/2017	2	1500	FRU0028	Mango Tommy Atkins / Libra	
Cliente13	05/08/2017	6	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente13	05/08/2017	3	500	VER0017	Cilantro / 100 gramos	
Cliente13	05/08/2017	3	1100	FRU0008	Banano Criollo / Libra	
Cliente13	05/08/2017	1	800	VER0035	Pepino Cohombro / Libra	
Cliente13	05/08/2017	2	2200	FRU0002	Aguacate Haas / Libra	
Cliente13	05/08/2017	6	1100	VER0052	Plátano Maduro / Libra	
Cliente13	05/08/2017	16	1400	FRU0046	Tomate Chonto / Libra	
Cliente13	05/08/2017	1	700	VER0006	Ahuyama / Libra	
Cliente13	05/08/2017	2	1100	FRU0040	Pera Importada / Unidad	
Cliente13	05/08/2017	2	1600	FRU0016	Fresa Pareja / Libra	
Cliente29	04/08/2017	1	1500	FRU0028	Mango Tommy Atkins / Libra	
Cliente29	04/08/2017	2	2500	FRU0049	Uchuva / Libra	
Cliente29	04/08/2017	1	1800	FRU0035	Naranja Tangelo / Libra	
Cliente29	04/08/2017	9	1400	FRU0046	Tomate Chonto / Libra	
Cliente29	04/08/2017	3	7000	VER0016	Champiñón / Libra	
Cliente29	04/08/2017	9	1400	VER0028	Lechuga Crespa / Unidad	
Cliente29	04/08/2017	2	800	VER0035	Pepino Cohombro / Libra	
Cliente29	04/08/2017	2	1400	VER0012	Cebolla Cabezona Blanca / Libra	
Cliente29	04/08/2017	10	1400	VER0028	Lechuga Crespa / Unidad	
Cliente29	04/08/2017	10	1400	FRU0046	Tomate Chonto / Libra	
Cliente29	04/08/2017	3	7000	VER0016	Champiñón / Libra	
Cliente29	04/08/2017	1	1600	FRU0016	Fresa Pareja / Libra	
Cliente29	04/08/2017	1	1400	FRU0013	Curuba / Libra	
Cliente29	04/08/2017	1	2000	FRU0012	Ciruela / Libra	
Cliente23	04/08/2017	30	1800	VER0013	Cebolla Cabezona Roja / Libra	
Cliente24	03/08/2017	4	1200	FRU0024	Limón Tahití / Libra	
Cliente24	03/08/2017	5	7000	TUB0013	Zanahoria Baby / Libra	
Cliente24	03/08/2017	19	1400	FRU0046	Tomate Chonto / Libra	
Cliente24	03/08/2017	6	1100	VER0005	Apio / Libra	
Cliente24	03/08/2017	4	800	TUB0004	Jengibre / 100 gramos	
Cliente24	03/08/2017	15	1100	VER0010	Zucchini Verde / Libra	
Cliente24	03/08/2017	10	2200	VER0042	Repollo Blanco / Unidad	
Cliente24	03/08/2017	12	1200	VER0014	Cebolla Larga / Libra	
Cliente24	03/08/2017	6	1300	VER0024	Habichuela / Libra	
Cliente21	03/08/2017	2	3000	FRU0042	Piña Golden Sweet / Unidad	
Cliente21	03/08/2017	3	1100	FRU0040	Pera Importada / Unidad	
Cliente21	03/08/2017	1	2200	FRU0033	Mora Castilla / Libra	
Cliente21	03/08/2017	1	4500	FRU0022	Kiwi / Libra	
Cliente21	03/08/2017	6	2300	FRU0054	Fresa Grande / Libra	
Cliente21	03/08/2017	3	2200	VER0043	Repollo Morado / Unidad	
Cliente21	03/08/2017	1	3500	FRU0014	Durazno / Libra	
Cliente21	03/08/2017	2	1100	VER0052	Plátano Maduro / Libra	
Cliente21	03/08/2017	5	600	TUB0010	Remolacha / Libra	
